          32   6.52720153168964       0.693104790494845     
          37   5.27440732568789       0.518730809837716     
          42   4.96452185057974       0.408305720465375     
          47   3.80071189548254       0.332152658297444     
          52   3.03002092367268       0.276616171698414     
          57   3.05454143187475       0.235492928839404     
          62   2.67576423835134       0.203725474637562     
          67   2.53534546281385       0.179013596476095     
          72   2.36007053349042       0.159842644243857     
          77   1.84715703912854       0.143899048206657     
          82   2.00149645229173       0.131269737812725     
          87   1.91301848520494       0.120612131683205     
          92   1.79672203114152       0.111376945715960     
          97   1.64215284436131       0.103407231937910     
         104   1.69804481862950       6.839505588337068E-002
         113   1.57150912603235       6.136227908463462E-002
         122   1.41638739424849       5.565969259251621E-002
         131   1.30521791894579       5.088298572445134E-002
         140   1.34634505466437       4.660843516722391E-002
         149   1.19517956472337       4.289269671710765E-002
         158   1.19518792128944       3.956460770901848E-002
         167   1.08499949823868       3.647211387815055E-002
         176   1.03280174258208       3.358940797613865E-002
         185  0.981274745354414       3.078557121280559E-002
         194  0.920587358203888       2.820632267476655E-002
         203  0.826320995132446       2.564307633738888E-002
         212  0.784262818419218       2.336962459236456E-002
         221  0.744894616010666       2.118446983689279E-002
         230  0.672270848022461       1.901095033037695E-002
         239  0.632717119728208       1.705396270112428E-002
         248  0.553051547661841       1.520779214730640E-002
         257  0.495407158150494       1.353060803089333E-002
         266  0.450328822776616       1.190570432284804E-002
         275  0.421899463527858       1.047110899465494E-002
         284  0.352909739486218       9.145003781329474E-003
         293  0.318838248209238       7.925220600027164E-003
         302  0.270242786154687       6.876276937725290E-003
         311  0.236350291017950       5.918611158351870E-003
         320  0.208702002038926       5.075097538486928E-003
         329  0.183682500229269       4.350340451806916E-003
         338  0.155850366538376       3.728817895890102E-003
         347  0.129988414109886       3.189126218017352E-003
         356  0.116590291650400       2.748370035604844E-003
         365  0.102830335850164       2.375385231550232E-003
         374  9.133252836139501E-002  2.079896211937934E-003
         383  8.081931018342078E-002  1.844232591445522E-003
         392  7.290694272035360E-002  1.659172838449643E-003
         401  6.760890529986471E-002  1.523951257152716E-003
         410  6.480633978119492E-002  1.422382487260873E-003
         419  6.182522267930210E-002  1.356464329849145E-003
         428  6.056966974406689E-002  1.308525900780607E-003
         437  5.812511288005114E-002  1.278327755932762E-003
         446  5.851943186525255E-002  1.264117333125050E-003
         455  6.195671302334219E-002  1.251284539647130E-003
         464  6.478587456759065E-002  1.242923212029189E-003
         473  6.104449124977738E-002  1.238921676468588E-003
         482  6.270495142447949E-002  1.229787893552962E-003
         491  6.290931140393764E-002  1.213769361932046E-003
         500  6.138341791852563E-002  1.194677525026521E-003
         509  6.239310712137074E-002  1.171060526502252E-003
         518  5.979577876007557E-002  1.141726993620449E-003
         527  5.824024254436046E-002  1.107135191786028E-003
         536  5.509682698299736E-002  1.062597633426298E-003
         545  5.319178416694700E-002  1.017840859560715E-003
         554  5.244848086113483E-002  9.669563530367355E-004
